,0,1,2,3,4,5,6
150,"(0, 'sib', 'sib')","(1, 'sib', 'sib')","(2, 'sib', 'sib')","(6, 'sib', 'po')","(2, 'po', 'Tau')",,
151,"(0, 'po', 'Tau')",,,,,,
152,"(4, 'va', 'sib')","(0, 'sib', 'Tau')",,,,,
153,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
154,"(4, 'pp', 'Tau')",,,,,,
155,"(5, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
156,"(4, 'sib', 'Tau')",,,,,,
157,"(6, 'sib', 'Tau')",,,,,,
158,"(1, 'pp', 'Tau')",,,,,,
159,"(3, 'po', 'po')","(0, 'po', 'po')","(5, 'po', 'po')","(1, 'po', 'Tau')",,,
160,"(5, 'sib', 'Tau')",,,,,,
161,"(1, 'pp', 'pp')","(4, 'pp', 'Tau')",,,,,
162,"(2, 'pp', 'va')","(5, 'va', 'Tau')",,,,,
163,"(2, 'po', 'sib')","(0, 'sib', 'Tau')",,,,,
164,"(0, 'po', 'Tau')",,,,,,
165,"(1, 'pp', 'va')","(3, 'va', 'Tau')",,,,,
166,"(4, 'va', 'Tau')",,,,,,
167,"(3, 'po', 'Tau')",,,,,,
168,"(3, 'sib', 'sib')","(0, 'sib', 'Tau')",,,,,
169,"(1, 'po', 'pp')","(6, 'pp', 'Tau')",,,,,
170,"(1, 'pp', 'Tau')",,,,,,
171,"(1, 'po', 'va')","(3, 'va', 'Tau')",,,,,
172,"(6, 'pp', 'Tau')",,,,,,
173,"(6, 'po', 'pp')","(3, 'pp', 'pp')","(2, 'pp', 'sib')","(3, 'sib', 'Tau')",,,
174,"(3, 'po', 'po')","(5, 'po', 'Tau')",,,,,
175,"(4, 'po', 'Tau')",,,,,,
176,"(4, 'pp', 'pp')","(0, 'pp', 'Tau')",,,,,
177,"(3, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,,
178,"(0, 'pp', 'pp')","(2, 'pp', 'va')","(0, 'va', 'va')","(4, 'va', 'va')","(6, 'va', 'pp')","(4, 'pp', 'Tau')",
179,"(2, 'sib', 'Tau')",,,,,,
180,"(6, 'pp', 'Tau')",,,,,,
181,"(3, 'va', 'sib')","(2, 'sib', 'Tau')",,,,,
