,0,1,2,3,4,5,6
1589,"(2, 'sib', 'sib')","(2, 'sib', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,,
1590,"(2, 'sib', 'Tau')",,,,,,
1591,"(1, 'pp', 'Tau')",,,,,,
1592,"(2, 'va', 'Tau')",,,,,,
1593,"(2, 'va', 'Tau')",,,,,,
1594,"(2, 'sib', 'Tau')",,,,,,
1595,"(2, 'po', 'Tau')",,,,,,
1596,"(2, 'sib', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,
1597,"(2, 'sib', 'Tau')",,,,,,
1598,"(2, 'va', 'pp')","(1, 'pp', 'Tau')",,,,,
1599,"(1, 'pp', 'Tau')",,,,,,
1600,"(2, 'po', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,
1601,"(2, 'va', 'va')","(2, 'va', 'va')","(2, 'va', 'Tau')",,,,
1602,"(2, 'va', 'Tau')",,,,,,
1603,"(1, 'pp', 'Tau')",,,,,,
1604,"(2, 'va', 'pp')","(1, 'pp', 'Tau')",,,,,
1605,"(1, 'pp', 'po')","(2, 'po', 'pp')","(1, 'pp', 'Tau')",,,,
1606,"(2, 'va', 'va')","(2, 'va', 'va')","(2, 'va', 'Tau')",,,,
1607,"(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,,
1608,"(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,,
1609,"(2, 'sib', 'va')","(2, 'va', 'Tau')",,,,,
1610,"(1, 'pp', 'Tau')",,,,,,
1611,"(2, 'sib', 'Tau')",,,,,,
1612,"(2, 'va', 'va')","(2, 'va', 'Tau')",,,,,
1613,"(2, 'po', 'po')","(2, 'po', 'po')","(2, 'po', 'po')","(2, 'po', 'Tau')",,,
1614,"(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,,
1615,"(2, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'sib')","(2, 'sib', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",
1616,"(1, 'pp', 'Tau')",,,,,,
1617,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
1618,"(2, 'va', 'Tau')",,,,,,
1619,"(2, 'po', 'Tau')",,,,,,
1620,"(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,,
1621,"(1, 'pp', 'Tau')",,,,,,
1622,"(2, 'va', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,,
1623,"(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'va')","(2, 'va', 'Tau')",,,
1624,"(2, 'po', 'po')","(2, 'po', 'Tau')",,,,,
1625,"(2, 'po', 'po')","(2, 'po', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,,
1626,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
1627,"(2, 'va', 'Tau')",,,,,,
1628,"(2, 'sib', 'Tau')",,,,,,
1629,"(2, 'sib', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,
1630,"(2, 'po', 'sib')","(2, 'sib', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,
1631,"(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'va')","(2, 'va', 'Tau')",,,
1632,"(2, 'va', 'va')","(2, 'va', 'Tau')",,,,,
1633,"(2, 'va', 'Tau')",,,,,,
1634,"(1, 'pp', 'po')","(2, 'po', 'va')","(2, 'va', 'Tau')",,,,
1635,"(2, 'va', 'Tau')",,,,,,
1636,"(2, 'sib', 'Tau')",,,,,,
1637,"(2, 'va', 'Tau')",,,,,,
1638,"(2, 'va', 'Tau')",,,,,,
1639,"(2, 'po', 'va')","(2, 'va', 'Tau')",,,,,
1640,"(2, 'po', 'po')","(2, 'po', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,
1641,"(2, 'po', 'Tau')",,,,,,
1642,"(2, 'po', 'Tau')",,,,,,
1643,"(2, 'sib', 'Tau')",,,,,,
1644,"(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",
1645,"(2, 'va', 'Tau')",,,,,,
1646,"(2, 'sib', 'Tau')",,,,,,
1647,"(2, 'sib', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,
1648,"(2, 'sib', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,
1649,"(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,
1650,"(2, 'po', 'Tau')",,,,,,
1651,"(1, 'pp', 'Tau')",,,,,,
1652,"(2, 'sib', 'Tau')",,,,,,
1653,"(2, 'po', 'sib')","(2, 'sib', 'pp')","(1, 'pp', 'po')","(2, 'po', 'va')","(2, 'va', 'va')","(2, 'va', 'Tau')",
1654,"(2, 'po', 'po')","(1, 'po', 'Tau')",,,,,
1655,"(2, 'po', 'Tau')",,,,,,
1656,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
1657,"(1, 'pp', 'Tau')",,,,,,
1658,"(2, 'va', 'Tau')",,,,,,
1659,"(1, 'pp', 'Tau')",,,,,,
1660,"(2, 'va', 'Tau')",,,,,,
1661,"(2, 'va', 'va')","(2, 'va', 'va')","(2, 'va', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,
1662,"(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,,
1663,"(2, 'po', 'po')","(2, 'po', 'Tau')",,,,,
1664,"(2, 'po', 'pp')","(1, 'pp', 'Tau')",,,,,
1665,"(1, 'pp', 'Tau')",,,,,,
1666,"(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,,
1667,"(2, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
1668,"(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,
1669,"(2, 'sib', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,
1670,"(1, 'pp', 'po')","(0, 'po', 'Tau')",,,,,
1671,"(0, 'sib', 'po')","(2, 'po', 'Tau')",,,,,
1672,"(1, 'pp', 'Tau')",,,,,,
1673,"(2, 'po', 'Tau')",,,,,,
1674,"(2, 'sib', 'Tau')",,,,,,
1675,"(2, 'sib', 'Tau')",,,,,,
1676,"(2, 'po', 'Tau')",,,,,,
1677,"(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,,
1678,"(2, 'va', 'Tau')",,,,,,
1679,"(2, 'sib', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,
1680,"(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
1681,"(2, 'sib', 'Tau')",,,,,,
1682,"(2, 'va', 'va')","(2, 'va', 'Tau')",,,,,
1683,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
1684,"(2, 'sib', 'Tau')",,,,,,
1685,"(2, 'sib', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,
1686,"(2, 'sib', 'Tau')",,,,,,
1687,"(2, 'va', 'Tau')",,,,,,
1688,"(2, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
1689,"(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,,
1690,"(2, 'sib', 'Tau')",,,,,,
1691,"(2, 'po', 'Tau')",,,,,,
1692,"(2, 'sib', 'Tau')",,,,,,
1693,"(2, 'va', 'sib')","(2, 'sib', 'Tau')",,,,,
1694,"(2, 'sib', 'po')","(2, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,
1695,"(2, 'po', 'pp')","(1, 'pp', 'Tau')",,,,,
1696,"(2, 'po', 'Tau')",,,,,,
1697,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
1698,"(2, 'va', 'va')","(2, 'va', 'pp')","(1, 'pp', 'Tau')",,,,
1699,"(2, 'va', 'Tau')",,,,,,
1700,"(2, 'sib', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
1701,"(2, 'po', 'Tau')",,,,,,
1702,"(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,,
1703,"(2, 'po', 'Tau')",,,,,,
1704,"(2, 'va', 'Tau')",,,,,,
1705,"(2, 'sib', 'Tau')",,,,,,
1706,"(2, 'po', 'po')","(2, 'po', 'pp')","(1, 'pp', 'Tau')",,,,
1707,"(2, 'po', 'sib')","(2, 'sib', 'Tau')",,,,,
1708,"(2, 'va', 'Tau')",,,,,,
1709,"(2, 'po', 'Tau')",,,,,,
1710,"(2, 'va', 'pp')","(1, 'pp', 'po')","(2, 'po', 'po')","(2, 'po', 'Tau')",,,
1711,"(2, 'sib', 'Tau')",,,,,,
1712,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
1713,"(2, 'po', 'Tau')",,,,,,
1714,"(2, 'va', 'Tau')",,,,,,
1715,"(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,,
1716,"(2, 'va', 'va')","(2, 'va', 'va')","(2, 'va', 'Tau')",,,,
1717,"(2, 'po', 'Tau')",,,,,,
1718,"(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'sib')"
1719,"(2, 'va', 'po')","(2, 'po', 'va')","(2, 'va', 'pp')","(1, 'pp', 'Tau')",,,
1720,"(1, 'pp', 'sib')","(2, 'sib', 'Tau')",,,,,
1721,"(2, 'va', 'Tau')",,,,,,
1722,"(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,
1723,"(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,,
1724,"(2, 'va', 'pp')","(1, 'pp', 'Tau')",,,,,
1725,"(3, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'va')","(2, 'va', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'sib')"
1726,"(2, 'po', 'va')","(2, 'va', 'Tau')",,,,,
1727,"(2, 'sib', 'Tau')",,,,,,
1728,"(2, 'po', 'pp')","(1, 'pp', 'Tau')",,,,,
