,0,1,2,3,4,5,6
326,"(1, 'pp', 'Tau')",,,,,,
327,"(6, 'va', 'pp')","(3, 'pp', 'Tau')",,,,,
328,"(2, 'pp', 'va')","(1, 'va', 'Tau')",,,,,
329,"(3, 'va', 'pp')","(4, 'pp', 'Tau')",,,,,
330,"(0, 'pp', 'Tau')",,,,,,
331,"(4, 'va', 'va')","(4, 'va', 'Tau')",,,,,
332,"(5, 'pp', 'Tau')",,,,,,
333,"(2, 'po', 'pp')","(0, 'pp', 'Tau')",,,,,
334,"(6, 'sib', 'po')","(6, 'po', 'pp')","(3, 'pp', 'pp')","(1, 'pp', 'pp')","(5, 'pp', 'pp')","(6, 'pp', 'va')","(0, 'va', 'pp')"
335,"(3, 'va', 'Tau')",,,,,,
336,"(2, 'va', 'sib')","(6, 'sib', 'po')","(5, 'po', 'Tau')",,,,
337,"(4, 'va', 'va')","(3, 'va', 'va')","(6, 'va', 'pp')","(6, 'pp', 'po')","(5, 'po', 'Tau')",,
338,"(6, 'po', 'Tau')",,,,,,
339,"(4, 'po', 'Tau')",,,,,,
340,"(0, 'po', 'Tau')",,,,,,
341,"(6, 'sib', 'Tau')",,,,,,
342,"(0, 'sib', 'Tau')",,,,,,
343,"(2, 'pp', 'Tau')",,,,,,
344,"(0, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
345,"(3, 'po', 'po')","(0, 'po', 'po')","(0, 'po', 'Tau')",,,,
346,"(3, 'va', 'va')","(6, 'va', 'Tau')",,,,,
347,"(1, 'va', 'Tau')",,,,,,
348,"(5, 'va', 'Tau')",,,,,,
349,"(6, 'va', 'pp')","(4, 'pp', 'Tau')",,,,,
350,"(4, 'va', 'po')","(4, 'po', 'Tau')",,,,,
351,"(0, 'pp', 'Tau')",,,,,,
352,"(6, 'va', 'pp')","(5, 'pp', 'pp')","(4, 'pp', 'pp')","(0, 'pp', 'va')","(6, 'va', 'pp')","(6, 'pp', 'pp')","(6, 'pp', 'po')"
353,"(4, 'va', 'Tau')",,,,,,
354,"(0, 'po', 'pp')","(5, 'pp', 'pp')","(0, 'pp', 'Tau')",,,,
355,"(4, 'va', 'po')","(3, 'po', 'Tau')",,,,,
356,"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(5, 'pp', 'Tau')",,,,
357,"(2, 'sib', 'sib')","(5, 'sib', 'Tau')",,,,,
358,"(4, 'pp', 'Tau')",,,,,,
359,"(4, 'po', 'Tau')",,,,,,
360,"(0, 'po', 'po')","(4, 'po', 'Tau')",,,,,
361,"(6, 'pp', 'pp')","(2, 'pp', 'sib')","(1, 'sib', 'sib')","(6, 'sib', 'Tau')",,,
362,"(5, 'va', 'Tau')",,,,,,
363,"(0, 'sib', 'pp')","(3, 'pp', 'pp')","(6, 'pp', 'pp')","(0, 'pp', 'pp')","(3, 'pp', 'Tau')",,
364,"(5, 'pp', 'pp')","(0, 'pp', 'pp')","(6, 'pp', 'po')","(2, 'po', 'pp')","(5, 'pp', 'Tau')",,
365,"(4, 'pp', 'va')","(2, 'va', 'Tau')",,,,,
366,"(1, 'va', 'va')","(3, 'va', 'Tau')",,,,,
367,"(5, 'po', 'sib')","(4, 'sib', 'pp')","(3, 'pp', 'Tau')",,,,
368,"(0, 'sib', 'sib')","(5, 'sib', 'po')","(4, 'po', 'Tau')",,,,
369,"(4, 'pp', 'pp')","(1, 'pp', 'pp')","(4, 'pp', 'Tau')",,,,
370,"(6, 'va', 'pp')","(1, 'pp', 'Tau')",,,,,
371,"(5, 'sib', 'pp')","(4, 'pp', 'Tau')",,,,,
372,"(0, 'po', 'pp')","(3, 'pp', 'Tau')",,,,,
373,"(0, 'va', 'pp')","(0, 'pp', 'pp')","(5, 'pp', 'pp')","(0, 'pp', 'Tau')",,,
374,"(1, 'va', 'Tau')",,,,,,
375,"(5, 'sib', 'Tau')",,,,,,
376,"(1, 'sib', 'Tau')",,,,,,
