,0,1,2,3,4,5,6
151,"(1, 'va', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'va')","(1, 'va', 'va')","(0, 'va', 'pp')","(1, 'pp', 'Tau')"
152,"(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,,
153,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
154,"(1, 'po', 'va')","(1, 'va', 'Tau')",,,,,
155,"(1, 'pp', 'Tau')",,,,,,
156,"(1, 'pp', 'Tau')",,,,,,
157,"(1, 'va', 'pp')","(1, 'pp', 'Tau')",,,,,
158,"(1, 'sib', 'sib')","(5, 'sib', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,
159,"(1, 'po', 'Tau')",,,,,,
160,"(1, 'va', 'Tau')",,,,,,
161,"(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,,
162,"(1, 'po', 'Tau')",,,,,,
163,"(1, 'po', 'Tau')",,,,,,
164,"(1, 'po', 'pp')","(1, 'pp', 'Tau')",,,,,
165,"(1, 'po', 'po')","(1, 'po', 'pp')","(1, 'pp', 'va')","(1, 'va', 'Tau')",,,
166,"(1, 'po', 'pp')","(1, 'pp', 'va')","(1, 'va', 'Tau')",,,,
167,"(1, 'sib', 'sib')","(1, 'sib', 'pp')","(6, 'pp', 'va')","(1, 'va', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'Tau')"
168,"(1, 'po', 'pp')","(1, 'pp', 'Tau')",,,,,
169,"(3, 'va', 'Tau')",,,,,,
170,"(1, 'sib', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,
171,"(2, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",
172,"(1, 'va', 'Tau')",,,,,,
173,"(1, 'sib', 'Tau')",,,,,,
174,"(1, 'va', 'pp')","(1, 'pp', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,
175,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
176,"(1, 'va', 'Tau')",,,,,,
177,"(1, 'va', 'Tau')",,,,,,
178,"(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
179,"(1, 'va', 'pp')","(1, 'pp', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,
180,"(1, 'va', 'Tau')",,,,,,
181,"(1, 'va', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,,
182,"(1, 'sib', 'pp')","(1, 'pp', 'Tau')",,,,,
183,"(1, 'po', 'po')","(1, 'po', 'Tau')",,,,,
184,"(1, 'pp', 'Tau')",,,,,,
185,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
186,"(1, 'va', 'Tau')",,,,,,
187,"(1, 'sib', 'Tau')",,,,,,
188,"(1, 'pp', 'Tau')",,,,,,
189,"(1, 'sib', 'Tau')",,,,,,
190,"(1, 'va', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,
191,"(1, 'po', 'Tau')",,,,,,
192,"(1, 'pp', 'Tau')",,,,,,
193,"(1, 'po', 'va')","(1, 'va', 'Tau')",,,,,
194,"(1, 'pp', 'Tau')",,,,,,
195,"(1, 'va', 'va')","(1, 'va', 'Tau')",,,,,
196,"(1, 'pp', 'Tau')",,,,,,
197,"(1, 'va', 'Tau')",,,,,,
198,"(1, 'sib', 'Tau')",,,,,,
199,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
200,"(1, 'po', 'po')","(1, 'po', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,
201,"(1, 'sib', 'pp')","(1, 'pp', 'Tau')",,,,,
202,"(1, 'po', 'Tau')",,,,,,
203,"(1, 'sib', 'Tau')",,,,,,
204,"(1, 'pp', 'Tau')",,,,,,
205,"(3, 'va', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,,
206,"(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
207,"(1, 'pp', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,
208,"(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,,
209,"(1, 'va', 'Tau')",,,,,,
210,"(1, 'sib', 'pp')","(1, 'pp', 'Tau')",,,,,
211,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
212,"(1, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
213,"(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,,
